,actual,country,date,forecast,impact,new,previous,time
1312,46.6,JPY,"Wednesday, August 8, 2018",48.0,Medium,JPY Eco Watchers Survey Current (JUL),48.1,05:00
1313,49.0,JPY,"Wednesday, August 8, 2018",49.9,Medium,JPY Eco Watchers Survey Outlook SA (JUL),50,05:00
1314,A$69.1b,AUD,"Wednesday, August 8, 2018",,Low,AUD Foreign Reserves (Australian dollar) (JUL),A$75.8b,06:30
1315,-3%,USD,"Wednesday, August 8, 2018",,Medium,USD MBA Mortgage Applications (AUG 3),-2.6%,11:00
1316,-2.3%,CAD,"Wednesday, August 8, 2018",-0.1%,Medium,CAD Building Permits (MoM) (JUN),4.8%,12:30
1317,,USD,"Wednesday, August 8, 2018",,Low,"USD Fed's Barkin Speaks in Roanoke, Virginia (AUG 8)",,12:45
1318,-1350k,USD,"Wednesday, August 8, 2018",-3000k,Medium,USD DOE U.S. Crude Oil Inventories (AUG 3),3803k,14:30
1319,-590k,USD,"Wednesday, August 8, 2018",,Low,USD DOE Cushing OK Crude Inventory (AUG 3),-1338k,14:30
1320,2900k,USD,"Wednesday, August 8, 2018",-1900k,Low,USD DOE U.S. Gasoline Inventories (AUG 3),-2536k,14:30
1321,1230k,USD,"Wednesday, August 8, 2018",800k,Low,USD DOE U.S. Distillate Inventory (AUG 3),2983k,14:30
1322,,USD,"Wednesday, August 8, 2018",,Low,USD U.S. to Sell 10-Year Notes,,17:00
1323,1.75%,NZD,"Wednesday, August 8, 2018",1.75%,High,NZD RBNZ Official Cash Rate (AUG 9),1.75%,21:00
1324,4.0%,GBP,"Wednesday, August 8, 2018",4.0%,Medium,GBP RICS House Price Balance (JUL),3.0%,23:01
1325,2.7%,JPY,"Wednesday, August 8, 2018",,Medium,JPY Housing Loans (YoY) (2Q),2.7%,23:50
1326,2.6%,JPY,"Wednesday, August 8, 2018",2.7%,Low,JPY Japan Money Stock M3 (YoY) (JUL),2.6%,23:50
1327,3.0%,JPY,"Wednesday, August 8, 2018",3.1%,Low,JPY Japan Money Stock M2+CD (YoY) (JUL),3.1%,23:50
1328,-8.8%,JPY,"Wednesday, August 8, 2018",-1.0%,Low,JPY Machine Orders (MoM) (JUN),-3.7%,23:50
1329,0.3%,JPY,"Wednesday, August 8, 2018",10.5%,Medium,JPY Machine Orders (YoY) (JUN),16.5%,23:50
1330,¥1171.0b,JPY,"Wednesday, August 8, 2018",,Low,JPY Japan Buying Foreign Bonds (Yen) (AUG 3),¥526.6b,23:50
1331,¥505.0b,JPY,"Wednesday, August 8, 2018",,Low,JPY Japan Buying Foreign Stocks (Yen) (AUG 3),¥251.0b,23:50
1332,¥-225.2b,JPY,"Wednesday, August 8, 2018",,Low,JPY Foreign Buying Japan Stocks (AUG 3),¥-62.5b,23:50
1333,¥-661.5b,JPY,"Wednesday, August 8, 2018",,Low,JPY Foreign Buying Japan Bonds (AUG 3),¥538.8b,23:50
1334,4.6%,CNY,"Thursday, August 9, 2018",4.5%,Medium,CNY Producer Price Index (YoY) (JUL),4.7%,01:30
1335,2.1%,CNY,"Thursday, August 9, 2018",2.0%,High,CNY Consumer Price Index (YoY) (JUL),1.9%,01:30
1336,2.58,JPY,"Thursday, August 9, 2018",,Low,JPY Tokyo Avg Office Vacancies (JUL),2.57,02:00
1337,2.4%,CHF,"Thursday, August 9, 2018",2.4%,Medium,CHF Unemployment Rate (JUL),2.4%,05:45
1338,2.6%,CHF,"Thursday, August 9, 2018",2.6%,Medium,CHF Unemployment Rate s.a. (JUL),2.6%,05:45
1339,13%,JPY,"Thursday, August 9, 2018",,Medium,JPY Machine Tool Orders (YoY) (JUL P),11.4%,06:00
1340,,EUR,"Thursday, August 9, 2018",,Medium,EUR ECB Publishes Economic Bulletin (JUL),,08:00
1341,206.3k,CAD,"Thursday, August 9, 2018",219.0k,Medium,CAD Housing Starts (JUL),246.2k,12:15
1342,0.1%,CAD,"Thursday, August 9, 2018",0.1%,Low,CAD New Housing Price Index (MoM) (JUN),0.0%,12:30
1343,0.8%,CAD,"Thursday, August 9, 2018",0.8%,Medium,CAD New Housing Price Index (YoY) (JUN),0.9%,12:30
1344,213k,USD,"Thursday, August 9, 2018",220k,Medium,USD Initial Jobless Claims (AUG 4),219k,12:30
1345,1755k,USD,"Thursday, August 9, 2018",1730k,Medium,USD Continuing Claims (JUL 28),1726k,12:30
1346,0.0%,USD,"Thursday, August 9, 2018",0.2%,Low,USD Producer Price Index Final Demand (MoM) (JUL),0.3%,12:30
1347,3.3%,USD,"Thursday, August 9, 2018",3.4%,Low,USD Producer Price Index Final Demand (YoY) (JUL),3.4%,12:30
1348,0.1%,USD,"Thursday, August 9, 2018",0.2%,Low,USD Producer Price Index Ex Food and Energy (MoM) (JUL),0.3%,12:30
1349,2.7%,USD,"Thursday, August 9, 2018",2.8%,Low,USD Producer Price Index Ex Food and Energy (YoY) (JUL),2.8%,12:30
1350,0.3%,USD,"Thursday, August 9, 2018",0.2%,Low,"USD PPI Ex Food, Energy, Trade (MoM) (JUL)",0.3%,12:30
1351,2.8%,USD,"Thursday, August 9, 2018",,Low,"USD PPI Ex Food, Energy, Trade (YoY) (JUL)",2.7%,12:30
1352,0.29%,MXN,"Thursday, August 9, 2018",0.3%,Medium,MXN CPI Core (MoM) (JUL),0.23%,13:00
1353,0.54%,MXN,"Thursday, August 9, 2018",0.53%,Medium,MXN CPI (MoM) (JUL),0.39%,13:00
1354,4.81%,MXN,"Thursday, August 9, 2018",4.80%,High,MXN CPI (YoY) (JUL),4.65%,13:00
1355,0.05%,MXN,"Thursday, August 9, 2018",0.08%,Medium,MXN Bi-Weekly Core CPI (JUL 31),0.19%,13:00
1356,0.18%,MXN,"Thursday, August 9, 2018",0.16%,Medium,MXN Bi-Weekly CPI (JUL 31),0.32%,13:00
1357,4.77%,MXN,"Thursday, August 9, 2018",4.78%,Medium,MXN Bi-Weekly CPI (YoY) (JUL 31),4.85%,13:00
1358,0.1%,USD,"Thursday, August 9, 2018",0.0%,Low,USD Wholesale Inventories (MoM) (JUN F),0.0%,14:00
1359,-0.1%,USD,"Thursday, August 9, 2018",0.2%,Low,USD Wholesale Trade Sales (MoM) (JUN),2.1%,14:00
1360,46,USD,"Thursday, August 9, 2018",47,Low,USD EIA Working Natural Gas Implied Flow (AUG 3),35,14:30
1361,46,USD,"Thursday, August 9, 2018",47,Low,USD EIA Natural Gas Storage Change (AUG 3),35,14:30
1362,,USD,"Thursday, August 9, 2018",,Low,USD U.S. to Sell 30-Year Bonds,,17:00
1363,51.2,NZD,"Thursday, August 9, 2018",,Medium,NZD BusinessNZ Manufacturing PMI (JUL),52.7,22:30
1364,0.7%,NZD,"Thursday, August 9, 2018",0.5%,Low,NZD Card Spending Retail (MoM) (JUL),0.8%,22:45
1365,0.5,NZD,"Thursday, August 9, 2018",,Low,NZD Credit Card Spending (MoM) (JUL),0.4%,22:45
1366,3.1%,JPY,"Thursday, August 9, 2018",2.9%,Low,JPY Domestic Corporate Goods Price Index (YoY) (JUL),2.8%,23:50
1367,0.5%,JPY,"Thursday, August 9, 2018",0.2%,Low,JPY Domestic Corporate Goods Price Index (MoM) (JUL),0.2%,23:50
1368,0.5%,JPY,"Thursday, August 9, 2018",0.3%,Medium,JPY Gross Domestic Product s.a. (QoQ) (2Q P),-0.2%,23:50
1369,1.9%,JPY,"Thursday, August 9, 2018",1.4%,High,JPY Gross Domestic Product Annualized s.a. (QoQ) (2Q P),-0.6%,23:50
1370,0.4%,JPY,"Thursday, August 9, 2018",0.2%,Medium,JPY Nominal Gross Domestic Product (QoQ) (2Q P),-0.4%,23:50
1371,0.1%,JPY,"Thursday, August 9, 2018",0.0%,Low,JPY Gross Domestic Product Deflator (YoY) (2Q P),0.5%,23:50
1372,0.7%,JPY,"Thursday, August 9, 2018",0.2%,Low,JPY Gross Domestic Product Private Consumption (QoQ) (2Q P),-0.1%,23:50
1373,1.3%,JPY,"Thursday, August 9, 2018",0.6%,Low,JPY GDP Business Spending (QoQ) (2Q P),0.3%,23:50
1374,,CNY,"Friday, August 10, 2018",1100.0b,Medium,CNY Aggregate Financing CNY (JUL),1180.0b,
1375,,CNY,"Friday, August 10, 2018",,Low,CNY Money Supply M0 (YoY) (JUL),3.9%,
1376,,CNY,"Friday, August 10, 2018",,Low,CNY Money Supply M1 (YoY) (JUL),6.6%,
1377,,CNY,"Friday, August 10, 2018",8.2%,Low,CNY Money Supply M2 (YoY) (JUL),8.0%,
1378,,CNY,"Friday, August 10, 2018",1200.0b,High,CNY New Yuan Loans CNY (JUL),1840.0b,
1379,,AUD,"Friday, August 10, 2018",,Medium,AUD RBA Quarterly Statement on Monetary Policy,,01:30
1380,-0.5%,JPY,"Friday, August 10, 2018",-0.3%,Medium,JPY Tertiary Industry Index (MoM) (JUN),0.2%,04:30
1381,-£11380,GBP,"Friday, August 10, 2018",-£11900,Medium,GBP Visible Trade Balance (Pounds) (JUN),-£12530,08:30
1382,-£2940,GBP,"Friday, August 10, 2018",-£3600,Medium,GBP Trade Balance Non EU GBP/Mn (JUN),-£3630,08:30
1383,-£1860,GBP,"Friday, August 10, 2018",-£2500,Medium,GBP Trade Balance (JUN),-£3140,08:30
1384,0.4%,GBP,"Friday, August 10, 2018",0.3%,Low,GBP Industrial Production (MoM) (JUN),-0.2%,08:30
1385,1.1%,GBP,"Friday, August 10, 2018",0.7%,Medium,GBP Industrial Production (YoY) (JUN),1.2%,08:30
1386,0.4%,GBP,"Friday, August 10, 2018",0.3%,Low,GBP Manufacturing Production (MoM) (JUN),0.6%,08:30
1387,1.5%,GBP,"Friday, August 10, 2018",1.0%,Medium,GBP Manufacturing Production (YoY) (JUN),1.5%,08:30
1388,1.4%,GBP,"Friday, August 10, 2018",-0.4%,Low,GBP Construction Output SA (MoM) (JUN),2.9%,08:30
1389,2.2%,GBP,"Friday, August 10, 2018",0.7%,Medium,GBP Construction Output SA (YoY) (JUN),1.5%,08:30
1390,0.1%,GBP,"Friday, August 10, 2018",0.2%,Medium,GBP Gross Domestic Product (MoM) (JUN),0.3%,08:30
1391,0.0%,GBP,"Friday, August 10, 2018",0.2%,Low,GBP Index of Services (MoM) (JUN),0.3%,08:30
1392,0.5%,GBP,"Friday, August 10, 2018",0.6%,Low,GBP Index of Services (3Mo3M) (JUN),0.4%,08:30
1393,0.4%,GBP,"Friday, August 10, 2018",0.4%,Medium,GBP Gross Domestic Product (QoQ) (2Q P),0.2%,08:30
1394,1.3%,GBP,"Friday, August 10, 2018",1.3%,High,GBP Gross Domestic Product (YoY) (2Q P),1.2%,08:30
1395,0.3%,GBP,"Friday, August 10, 2018",0.4%,Low,GBP Private Consumption (2Q P),0.2%,08:30
1396,0.4%,GBP,"Friday, August 10, 2018",0.3%,Low,GBP Government Spending (2Q P),0.4%,08:30
1397,0.8%,GBP,"Friday, August 10, 2018",0.7%,Low,GBP Gross Fixed Capital Formation (2Q P),-1.3%,08:30
1398,-3.6%,GBP,"Friday, August 10, 2018",0.7%,Low,GBP Exports (2Q P),0.0%,08:30
1399,-0.8%,GBP,"Friday, August 10, 2018",0.8%,Low,GBP Imports (2Q P),-0.2%,08:30
1400,0.5%,GBP,"Friday, August 10, 2018",0.4%,Low,GBP Total Business Investment (QoQ) (2Q P),-0.4%,08:30
1401,0.8%,GBP,"Friday, August 10, 2018",,Low,GBP Total Business Investment (YoY) (2Q P),2.0%,08:30
1402,3.0%,CAD,"Friday, August 10, 2018",3.6%,Medium,CAD Hourly Earnings Permanent Employees (YoY) (JUL),3.5%,12:30
1403,-28.0,CAD,"Friday, August 10, 2018",,Medium,CAD Full Time Employment Change (JUL),9.1,12:30
1404,82.0,CAD,"Friday, August 10, 2018",,Low,CAD Part Time Employment Change (JUL),22.7,12:30
1405,54.1k,CAD,"Friday, August 10, 2018",17.0k,High,CAD Net Change in Employment (JUL),31.8k,12:30
1406,65.4,CAD,"Friday, August 10, 2018",65.4,Low,CAD Participation Rate (JUL),65.5,12:30
1407,5.8%,CAD,"Friday, August 10, 2018",5.9%,High,CAD Unemployment Rate (JUL),6.0%,12:30
1408,0.2%,USD,"Friday, August 10, 2018",0.2%,Medium,USD Consumer Price Index (MoM) (JUL),0.1%,12:30
1409,2.9%,USD,"Friday, August 10, 2018",2.9%,High,USD Consumer Price Index (YoY) (JUL),2.9%,12:30
1410,0.2%,USD,"Friday, August 10, 2018",0.2%,Medium,USD Consumer Price Index Ex Food and Energy (MoM) (JUL),0.2%,12:30
1411,2.4%,USD,"Friday, August 10, 2018",2.3%,High,USD Consumer Price Index Ex Food and Energy (YoY) (JUL),2.3%,12:30
1412,252.006,USD,"Friday, August 10, 2018",251.968,Low,USD Consumer Price Index n.s.a. (JUL),251.989,12:30
1413,257.930,USD,"Friday, August 10, 2018",257.815,Low,USD Consumer Price Index Core Index s.a. (JUL),257.305,12:30
1414,0.1%,USD,"Friday, August 10, 2018",,Medium,USD Real Avg Weekly Earnings (YoY) (JUL),0.5%,12:30
1415,-0.2%,USD,"Friday, August 10, 2018",,Medium,USD Real Avg Hourly Earning (YoY) (JUL),0.0%,12:30
1416,0.2%,MXN,"Friday, August 10, 2018",0.2%,Medium,MXN Industrial Production NSA (YoY) (JUN),0.3%,13:00
1417,1057,USD,"Friday, August 10, 2018",,Medium,USD Baker Hughes U.S. Rig Count (AUG 10),1044,17:00
1418,-$76.9b,USD,"Friday, August 10, 2018",-$75.4b,Medium,USD Monthly Budget Statement (JUL),-$42.9b,18:00
1419,53.6,CNY,"Tuesday, July 31, 2018",,Medium,CNY Composite PMI (JUL),54.4,00:16
1420,54,CNY,"Tuesday, July 31, 2018",55,Medium,CNY Non-manufacturing PMI (JUL),55,00:20
1421,3.8,NZD,"Tuesday, July 31, 2018",,Medium,NZD ANZ Activity Outlook (JUL),9.4,01:00
1422,-44.9,NZD,"Tuesday, July 31, 2018",,Low,NZD ANZ Business Confidence (JUL),-39,01:00
1423,51.2,CNY,"Tuesday, July 31, 2018",51.3,High,CNY Manufacturing PMI (JUL),51.5,01:00
1424,6.4%,AUD,"Tuesday, July 31, 2018",1.0%,Low,AUD Building Approvals (MoM) (JUN),-3.2%,01:30
1425,1.6%,AUD,"Tuesday, July 31, 2018",-6.0%,Medium,AUD Building Approvals (YoY) (JUN),3.1%,01:30
1426,0.3%,AUD,"Tuesday, July 31, 2018",0.3%,Low,AUD Private Sector Credit (MoM) (JUN),0.2%,01:30
1427,4.5%,AUD,"Tuesday, July 31, 2018",4.5%,Medium,AUD Private Sector Credit (YoY) (JUN),4.8%,01:30
1428,4.6%,JPY,"Tuesday, July 31, 2018",,Low,JPY Vehicle Production (YoY) (MAY),3.8%,04:00
1429,,JPY,"Tuesday, July 31, 2018",,High,JPY BOJ Outlook Report,,04:03
1430,,JPY,"Tuesday, July 31, 2018",,High,JPY BOJ Monetary Policy Statement,,04:03
1431,-0.10%,JPY,"Tuesday, July 31, 2018",-0.10%,High,JPY BOJ Rate Decision (31 JUL),-0.10%,04:03
1432,0.00%,JPY,"Tuesday, July 31, 2018",0.00%,High,JPY BOJ 10-Yr Yield Target (31 JUL),0.00%,04:03
1433,-6.5%,JPY,"Tuesday, July 31, 2018",,Medium,JPY Construction Orders (YoY) (JUN),-18.7%,05:00
1434,0.915m,JPY,"Tuesday, July 31, 2018",0.960m,Low,JPY Annualized Housing Starts (JUN),0.996m,05:00
1435,-7.1%,JPY,"Tuesday, July 31, 2018",-2.5%,Medium,JPY Housing Starts (YoY) (JUN),1.3%,05:00
1436,43.5,JPY,"Tuesday, July 31, 2018",43.8,Medium,JPY Consumer Confidence Index (JUL),43.7,05:00
1437,,CHF,"Tuesday, July 31, 2018",,Low,CHF Swiss National Bank Interim Results (30 JUN),,05:25
1438,,CHF,"Tuesday, July 31, 2018",,Low,CHF Swiss National Bank Releases 2Q 2017 Currency Allocation,,05:30
1439,1.2%,EUR,"Tuesday, July 31, 2018",1.0%,Low,EUR German Retail Sales (MoM) (JUN),-2.1%,06:00
1440,3.0%,EUR,"Tuesday, July 31, 2018",1.5%,Medium,EUR German Retail Sales (YoY) (JUN),-1.6%,06:00
1441,-6k,EUR,"Tuesday, July 31, 2018",-10k,High,EUR German Unemployment Change (000's) (JUL),-14k,07:55
1442,5.2%,EUR,"Tuesday, July 31, 2018",5.2%,High,EUR German Unemployment Claims Rate s.a. (JUL),5.2%,07:55
1443,8.3%,EUR,"Tuesday, July 31, 2018",8.3%,Medium,EUR Euro-Zone Unemployment Rate (JUN),8.4%,09:00
1444,1.1%,EUR,"Tuesday, July 31, 2018",1.0%,High,EUR Euro-Zone Consumer Price Index Core (YoY) (JUL A),0.9%,09:00
1445,2.1%,EUR,"Tuesday, July 31, 2018",2.0%,High,EUR Euro-Zone Consumer Price Index Estimate (YoY) (JUL),2.0%,09:00
1446,0.3%,EUR,"Tuesday, July 31, 2018",0.4%,Medium,EUR Euro-Zone Gross Domestic Product s.a. (QoQ) (2Q A),0.4%,09:00
1447,2.1%,EUR,"Tuesday, July 31, 2018",2.2%,High,EUR Euro-Zone Gross Domestic Product s.a. (YoY) (2Q A),2.5%,09:00
1448,0.2%,EUR,"Tuesday, July 31, 2018",0.2%,Medium,EUR Italian Gross Domestic Product w.d.a. (QoQ) (2Q P),0.3%,10:00
1449,1.1%,EUR,"Tuesday, July 31, 2018",1.2%,High,EUR Italian Gross Domestic Product w.d.a. (YoY) (2Q P),1.4%,10:00
1450,0.5%,CAD,"Tuesday, July 31, 2018",0.3%,Low,CAD Industrial Product Price (MoM) (JUN),1.2%,12:30
1451,0.5%,CAD,"Tuesday, July 31, 2018",,Low,CAD Raw Materials Price Index (MoM) (JUN),3.8%,12:30
1452,0.5%,CAD,"Tuesday, July 31, 2018",0.3%,Medium,CAD Gross Domestic Product (MoM) (MAY),0.1%,12:30
1453,2.6%,CAD,"Tuesday, July 31, 2018",2.3%,High,CAD Gross Domestic Product (YoY) (MAY),2.5%,12:30
1454,0.4%,USD,"Tuesday, July 31, 2018",0.4%,Medium,USD Personal Income (JUN),0.4%,12:30
1455,0.4%,USD,"Tuesday, July 31, 2018",0.4%,Medium,USD Personal Spending (JUN),0.5%,12:30
1456,0.3%,USD,"Tuesday, July 31, 2018",0.4%,Medium,USD Real Personal Spending (JUN),0.3%,12:30
1457,0.1%,USD,"Tuesday, July 31, 2018",0.1%,Low,USD PCE Deflator (MoM) (JUN),0.2%,12:30
1458,2.2%,USD,"Tuesday, July 31, 2018",2.3%,Low,USD PCE Deflator (YoY) (JUN),2.2%,12:30
1459,0.1%,USD,"Tuesday, July 31, 2018",0.1%,Medium,USD PCE Core (MoM) (JUN),0.2%,12:30
1460,1.9%,USD,"Tuesday, July 31, 2018",2.0%,High,USD PCE Core (YoY) (JUN),1.9%,12:30
1461,0.6%,USD,"Tuesday, July 31, 2018",0.7%,Medium,USD Employment Cost Index (2Q),0.8%,12:30
1462,2.7%,MXN,"Tuesday, July 31, 2018",2.8%,High,MXN GDP NSA (YoY) (2Q P),1.3%,13:00
1463,-0.1%,MXN,"Tuesday, July 31, 2018",0.3%,Medium,MXN GDP SA (QoQ) (2Q P),1.1%,13:00
1464,0.2%,USD,"Tuesday, July 31, 2018",0.2%,Medium,USD S&P CoreLogic CS 20-City (MoM) SA (MAY),0.16%,13:00
1465,6.51%,USD,"Tuesday, July 31, 2018",6.40%,Medium,USD S&P/Case-Shiller Composite-20 (YoY) (MAY),6.69%,13:00
1466,211.94,USD,"Tuesday, July 31, 2018",,Low,USD S&P/Case-Shiller 20-City Index n.s.a (MAY),210.43,13:00
1467,202.95,USD,"Tuesday, July 31, 2018",,Low,USD S&P/Case-Shiller US Home Price Index (MAY),200.82,13:00
1468,6.38%,USD,"Tuesday, July 31, 2018",,Medium,USD S&P/Case-Shiller US Home Price Index (YoY) (MAY),6.39%,13:00
1469,65.5,USD,"Tuesday, July 31, 2018",62.0,Medium,USD Chicago Purchasing Manager (JUL),64.1,13:45
1470,127.4,USD,"Tuesday, July 31, 2018",126.0,High,USD Consumer Confidence Index (JUL),127.1,14:00
1471,165.9,USD,"Tuesday, July 31, 2018",,Medium,USD Conf. Board Present Situation (JUL),161.7,14:00
1472,101.7,USD,"Tuesday, July 31, 2018",,Low,USD Conf. Board Expectations (JUL),104.0,14:00
1473,,USD,"Tuesday, July 31, 2018",,Low,USD U.S. to Sell 4-Week Bills,,15:30
1474,5.1%,NZD,"Tuesday, July 31, 2018",,Low,NZD QV House Prices (YoY) (JUL),5.7%,17:00
1475,52,AUD,"Tuesday, July 31, 2018",,Medium,AUD AiG Performance of Manufacturing Index (JUL),57.4,22:30
1476,4.5%,NZD,"Tuesday, July 31, 2018",4.4%,High,NZD Unemployment Rate (2Q),4.4%,22:45
1477,0.5,NZD,"Tuesday, July 31, 2018",0.4%,Medium,NZD Employment Change (QoQ) (2Q),0.6%,22:45
1478,3.7%,NZD,"Tuesday, July 31, 2018",3.6%,High,NZD Employment Change (YoY) (2Q),3.1%,22:45
1479,70.9%,NZD,"Tuesday, July 31, 2018",70.8%,Low,NZD Participation Rate (2Q),70.8%,22:45
1480,0.6%,NZD,"Tuesday, July 31, 2018",0.6%,Low,NZD Labor Cost Private Sector (QoQ) (2Q),0.3%,22:45
1481,0.6%,NZD,"Tuesday, July 31, 2018",0.7%,Low,NZD Private Wages ex Overtime (QoQ) (2Q),0.3%,22:45
1482,0.2%,NZD,"Tuesday, July 31, 2018",1.0%,Low,NZD Average Hourly Earnings (QoQ) (2Q),1.1%,22:45
1483,52.4,AUD,"Tuesday, July 31, 2018",,Low,AUD CBA Australia PMI Mfg (JUL),55,23:00
1484,-0.3%,GBP,"Tuesday, July 31, 2018",,Low,GBP BRC Shop Price Index (YoY) (JUL),-0.5%,23:01
1485,-0.6%,AUD,"Wednesday, August 1, 2018",,Low,AUD CoreLogic House Px (MoM) (JUL),-0.3%,00:00
1486,52.3,JPY,"Wednesday, August 1, 2018",,Low,JPY Nikkei Japan PMI Manufacturing (JUL F),51.6,00:30
1487,50.8,CNY,"Wednesday, August 1, 2018",50.9,Medium,CNY Caixin China PMI Mfg (JUL),51,01:45
1488,1.2%,JPY,"Wednesday, August 1, 2018",,Low,JPY Vehicle Sales (YoY) (JUL),-7.3%,05:00
1489,0.6%,GBP,"Wednesday, August 1, 2018",0.1%,Low,GBP Nationwide House PX (MoM) (JUL),0.7%,06:00
1490,2.5%,GBP,"Wednesday, August 1, 2018",1.8%,Medium,GBP Nationwide House Px n.s.a. (YoY) (JUL),2.0%,06:00
1491,7.6%,AUD,"Wednesday, August 1, 2018",,Low,AUD RBA Commodity Index SDR (YoY) (JUL),9.8%,06:30
1492,111.7,AUD,"Wednesday, August 1, 2018",,Low,AUD Commodity Index AUD (JUL),111.9,06:30
1493,,JPY,"Wednesday, August 1, 2018",,Low,JPY BOJ holds Committee for Appropriate Use of Yen Benchmarks,,07:00
1494,51.5,EUR,"Wednesday, August 1, 2018",53.0,Low,EUR Markit/ADACI Italy Manufacturing PMI (JUL),53.3,07:45
1495,53.3,EUR,"Wednesday, August 1, 2018",53.1,Low,EUR Markit France Manufacturing PMI (JUL F),53.1,07:50
1496,56.9,EUR,"Wednesday, August 1, 2018",57.3,Low,EUR Markit/BME Germany Manufacturing PMI (JUL F),57.3,07:55
1497,55.1,EUR,"Wednesday, August 1, 2018",55.1,Low,EUR Markit Eurozone Manufacturing PMI (JUL F),55.1,08:00
1498,54,GBP,"Wednesday, August 1, 2018",54.2,Medium,GBP Markit UK PMI Manufacturing s.a. (JUL),54.3,08:30
1499,-2.6%,USD,"Wednesday, August 1, 2018",,Medium,USD MBA Mortgage Applications (27 JUL),-0.2%,11:00
1500,219k,USD,"Wednesday, August 1, 2018",186k,Medium,USD ADP Employment Change (JUL),177k,12:15
1501,0.2%,CAD,"Wednesday, August 1, 2018",,Low,CAD MLI Leading Indicator (MoM) (JUN),0.1%,12:30
1502,56.9,CAD,"Wednesday, August 1, 2018",,High,CAD RBC Canadian Manufacturing PMI (JUL),57.1,13:30
1503,55.3,USD,"Wednesday, August 1, 2018",55.5,Low,USD Markit US Manufacturing PMI (JUL F),55.5,13:45
1504,-1.1%,USD,"Wednesday, August 1, 2018",0.3%,Medium,USD Construction Spending (MoM) (JUN),1.3%,14:00
1505,58.1,USD,"Wednesday, August 1, 2018",59.4,High,USD ISM Manufacturing (JUL),60.2,14:00
1506,56.5,USD,"Wednesday, August 1, 2018",,High,USD ISM Employment (JUL),56,14:00
1507,73.2,USD,"Wednesday, August 1, 2018",75.5,Medium,USD ISM Prices Paid (JUL),76.8,14:00
1508,60.2,USD,"Wednesday, August 1, 2018",,Low,USD ISM New Orders (JUL),63.5,14:00
1509,52.1,MXN,"Wednesday, August 1, 2018",,Medium,MXN Markit Mexico PMI Mfg (JUL),52.1,14:30
1510,3803k,USD,"Wednesday, August 1, 2018",-3000k,Medium,USD DOE U.S. Crude Oil Inventories (27 JUL),-6147k,14:30
1511,-1338k,USD,"Wednesday, August 1, 2018",,Low,USD DOE Cushing OK Crude Inventory (27 JUL),-1127k,14:30
1512,-2536k,USD,"Wednesday, August 1, 2018",-2000k,Low,USD DOE U.S. Gasoline Inventories (27 JUL),-2328k,14:30
1513,2983k,USD,"Wednesday, August 1, 2018",500k,Low,USD DOE U.S. Distillate Inventory (27 JUL),-101k,14:30
1514,2.00%,USD,"Wednesday, August 1, 2018",2.00%,High,USD FOMC Rate Decision (Upper Bound) (1 AUG),2.00%,18:00
1515,1.75%,USD,"Wednesday, August 1, 2018",1.75%,High,USD FOMC Rate Decision (Lower Bound) (1 AUG),1.75%,18:00
1516,16.68m,USD,"Wednesday, August 1, 2018",17.00m,Low,USD Wards Total Vehicle Sales (JUL),17.38m,20:46
1517,¥503.0t,JPY,"Wednesday, August 1, 2018",¥499.5t,Medium,JPY Monetary Base End of period (JUL),¥502.9t,23:50
1518,7.0%,JPY,"Wednesday, August 1, 2018",,Medium,JPY Monetary Base (YoY) (JUL),7.4%,23:50
1519,-¥526.5b,JPY,"Wednesday, August 1, 2018",,Low,JPY Japan Buying Foreign Bonds (Yen) (27 JUL),-¥201.3b,23:50
1520,¥251.0b,JPY,"Wednesday, August 1, 2018",,Low,JPY Japan Buying Foreign Stocks (Yen) (27 JUL),¥151.9b,23:50
1521,¥-63.4b,JPY,"Wednesday, August 1, 2018",,Low,JPY Foreign Buying Japan Stocks (27 JUL),¥173.6b,23:50
1522,¥538.8b,JPY,"Wednesday, August 1, 2018",,Low,JPY Foreign Buying Japan Bonds (27 JUL),¥68.2b,23:50
1523,A$1873m,AUD,"Thursday, August 2, 2018",A$900m,Medium,AUD Trade Balance (JUN),A$725m,01:30
1524,,JPY,"Thursday, August 2, 2018",,Low,JPY BOJ Amamiya speaks in Kyoto,,01:30
1525,-7,CHF,"Thursday, August 2, 2018",2,Medium,CHF SECO Consumer Confidence (JUL),2,05:45
1526,0.3%,CHF,"Thursday, August 2, 2018",0.0%,Medium,CHF Retail Sales Real (YoY) (JUN),0.4%,07:15
1527,61.9,CHF,"Thursday, August 2, 2018",60.9,Medium,CHF PMI Manufacturing (JUL),61.6,07:30
1528,55.8,GBP,"Thursday, August 2, 2018",52.8,Medium,GBP Markit/CIPS UK Construction PMI (JUL),53.1,08:30
1529,0.4%,EUR,"Thursday, August 2, 2018",0.3%,Low,EUR Euro-Zone Producer Price Index (MoM) (JUN),0.8%,09:00
1530,3.6%,EUR,"Thursday, August 2, 2018",3.5%,Low,EUR Euro-Zone Producer Price Index (YoY) (JUN),3.0%,09:00
1531,0.75%,GBP,"Thursday, August 2, 2018",0.75%,High,GBP Bank of England Bank Rate (2 AUG),0.50%,11:00
1532,435b,GBP,"Thursday, August 2, 2018",435b,High,GBP BOE Asset Purchase Target (AUG),435b,11:00
